rua,bairro,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Rua SB 17,Loteamento Portal do Sol I,-16.7127231,-49.1910066,7731.44,6812.54,-3647.73
Rua SB 19,Loteamento Portal do Sol I,-16.7132011,-49.1899444,7856.26,6925.61,-3700.85
Rua SB 19,Residencial Solar Bougainville,-16.7330931,-49.3606668,12713.37,-11248.95,-5911.51
Rua SB 2,Loteamento Portal do Sol I,-16.7137675,-49.1887593,7997.26,7051.78,-3763.8
Rua SB 2,Residencial Solar Bougainville,-16.729831,-49.3614064,12619.49,-11327.69,-5548.98
Rua SB 20,Loteamento Portal do Sol I,-16.7124074,-49.1892816,7877.72,6996.17,-3612.64
Rua SB 22,Loteamento Portal do Sol I,-16.7123508,-49.1880449,7992.14,7127.83,-3606.35
Rua SB 23,Loteamento Portal do Sol I,-16.7130952,-49.1883887,7997.34,7091.23,-3689.08
Rua SB 24,Loteamento Portal do Sol I,-16.713711,-49.1858668,8267.45,7359.7,-3757.52
Rua SB 24,Residencial Solar Bougainville,-16.7328586,-49.3574512,12398.85,-10906.63,-5885.45
Rua SB 26,Loteamento Portal do Sol II,-16.7210551,-49.1853385,8717.09,7415.94,-4573.69
Rua SB 27,Loteamento Portal do Sol II,-16.7208888,-49.1832668,8896.15,7636.49,-4555.21
Rua SB 28,Loteamento Portal do Sol II,-16.71857,-49.1827759,8812.49,7688.75,-4297.51
Rua SB 3,Loteamento Portal do Sol I,-16.7127164,-49.1870308,8106.87,7235.79,-3646.98
Rua SB 3,Residencial Solar Bougainville,-16.7310603,-49.3633865,12869.01,-11538.48,-5685.6
Rua SB 30,Loteamento Portal do Sol II,-16.7160533,-49.1801324,8929.91,7970.17,-4017.82
Rua SB 31,Loteamento Portal do Sol II,-16.7184147,-49.1828853,8793.91,7677.1,-4280.25
Rua SB 32,Loteamento Portal do Sol II,-16.7181901,-49.1843021,8650.11,7526.28,-4255.29
Rua SB 33,Loteamento Portal do Sol II,-16.717316,-49.1808667,8924.71,7892.0,-4158.15
Rua SB 34,Loteamento Portal do Sol II,-16.7169225,-49.1827046,8731.3,7696.34,-4114.42
Rua SB 35,Loteamento Portal do Sol II,-16.7159308,-49.1832565,8627.77,7637.59,-4004.21
Rua SB 36,Loteamento Portal do Sol II,-16.7169107,-49.1831173,8691.94,7652.41,-4113.11
Rua SB 37,Loteamento Portal do Sol II,-16.7154515,-49.181692,8751.49,7804.14,-3950.94
Rua SB 4,Loteamento Portal do Sol I,-16.7157474,-49.1869176,8274.57,7247.84,-3983.83
Rua SB 41,Loteamento Portal do Sol II,-16.715839,-49.1810096,8835.79,7876.78,-3994.01
Rua SB 42,Loteamento Portal do Sol II,-16.7173511,-49.1810408,8910.13,7873.46,-4162.05
Rua SB 43,Loteamento Portal do Sol II,-16.7177824,-49.1789494,9129.67,8096.11,-4209.98
Rua SB 44,Loteamento Portal do Sol II,-16.7183621,-49.1784895,9202.92,8145.07,-4274.41
Rua SB 45,Loteamento Portal do Sol II,-16.7191891,-49.1791404,9184.96,8075.77,-4366.31
Rua SB 48,Loteamento Portal do Sol II,-16.7233183,-49.183991,8972.39,7559.39,-4825.2
Rua SB 5,Loteamento Portal do Sol I,-16.7133914,-49.1881738,8032.86,7114.11,-3722.0
Rua SB 5,Residencial Solar Bougainville,-16.7314534,-49.3622075,12776.05,-11412.97,-5729.28
Rua SB 50,Loteamento Portal do Sol II,-16.7221239,-49.1842768,8875.8,7528.97,-4692.47
Rua SB 52,Loteamento Portal do Sol II,-16.7201604,-49.1842579,8764.03,7530.98,-4474.26
Rua SB 6,Loteamento Portal do Sol I,-16.7169396,-49.1877091,8266.02,7163.58,-4116.32
Rua SB 7,Loteamento Portal do Sol I,-16.7161415,-49.1854989,8428.15,7398.87,-4027.62
Rua SB 7,Residencial Solar Bougainville,-16.7312457,-49.3615731,12705.31,-11345.44,-5706.2
Rua SB 8,Loteamento Portal do Sol I,-16.7157642,-49.1863489,8328.59,7308.38,-3985.69
Rua SB 8,Residencial Solar Bougainville,-16.7307839,-49.3602635,12557.66,-11206.02,-5654.88
Rua SB 9,Loteamento Portal do Sol I,-16.7158756,-49.1883351,8149.58,7096.93,-3998.07
Rua SB 9,Residencial Solar Bougainville,-16.7316993,-49.3593531,12517.66,-11109.1,-5756.61
Rua SC 1,Goiânia 2,-16.6203882,-49.2492033,6646.16,617.1,6613.72
Rua SC 1,Jardim Colorado,-16.6278093,-49.3389877,10658.49,-8941.07,5788.99
Rua SC 10,Jardim Colorado,-16.6279331,-49.338559,10612.68,-8895.43,5775.24
Rua SC 10,Parque Santa Cruz,-16.7328108,-49.223771,6758.43,3324.54,-5880.13
Rua SC 11,Jardim Colorado,-16.630008,-49.3350999,10177.93,-8527.18,5544.65
Rua SC 12,Jardim Colorado,-16.628451,-49.3391663,10635.91,-8960.08,5717.68
Rua SC 14,Jardim Colorado,-16.6294113,-49.3381943,10491.22,-8856.6,5610.96
Rua SC 15,Jardim Colorado,-16.6305848,-49.3330287,9958.2,-8306.69,5480.54
Rua SC 16,Jardim Colorado,-16.6300367,-49.3384122,10473.84,-8879.8,5541.46
Rua SC 17,Jardim Colorado,-16.6300643,-49.3320175,9900.74,-8199.04,5538.39
Rua SC 18,São Carlos,-16.5940197,-49.3524701,14107.78,-10376.36,9544.13
Rua SC 20,Residencial Jardim Helou,-16.6916886,-49.31620299999999,6649.4,-6515.48,-1310.1
Rua SC 21,Jardim Colorado,-16.6319627,-49.3314112,9730.03,-8134.49,5327.41
Rua SC 24,Jardim Colorado,-16.6267712,-49.3359795,10455.74,-8620.82,5904.36
Rua SC 26,Jardim Colorado,-16.6281368,-49.3349204,10277.01,-8508.07,5752.6
Rua SC 28,Jardim Colorado,-16.6282892,-49.3330344,10101.55,-8307.3,5735.66
Rua SC 3,Goiânia 2,-16.6199151,-49.2512308,6682.09,401.26,6666.3
Rua SC 36,Jardim Colorado,-16.6309218,-49.3320535,9850.87,-8202.87,5443.09
Rua SC 38,Jardim Colorado,-16.631031,-49.3347733,10087.03,-8492.41,5430.96
Rua SC 4,São Carlos,-16.5987302,-49.3512483,13660.56,-10246.29,9020.64
Rua SC 42,Jardim Colorado I,-16.6332227,-49.3328222,9781.04,-8284.71,5187.39
Rua SC 43,Jardim Colorado I,-16.6328286,-49.3333864,9855.24,-8344.77,5231.18
Rua SC 44,Jardim Colorado I,-16.59317,-49.3466417,13723.42,-9755.89,9638.56
Rua SC 44,São Carlos,-16.59317,-49.3466417,13723.42,-9755.89,9638.56
Rua SC 45,Jardim Colorado I,-16.6324892,-49.3354173,10058.95,-8560.97,5268.9
Rua SC 5,Goiânia 2,-16.6204364,-49.2525385,6617.25,262.04,6608.37
Rua SC 5,Jardim Colorado,-16.6280475,-49.3366889,10439.11,-8696.34,5762.52
Rua SC 7,Goiânia 2,-16.6208082,-49.2538953,6571.76,117.6,6567.05
Rua SC 7,Jardim Colorado II,-16.6275767,-49.3358393,10393.0,-8605.9,5814.84
Rua SC 9,Jardim Colorado,-16.6278178,-49.3351887,10320.57,-8536.64,5788.05
Rua SC 9,São Carlos,-16.5952776,-49.3466118,13557.42,-9752.7,9404.34
Rua SH1,Residencial Shangri-lá I,-16.584209,-49.2627114,10672.03,-820.93,10634.42
Rua SH14,Residencial Shangri-lá I,-16.584209,-49.2627114,10672.03,-820.93,10634.42
Rua SHG01,Residencial Shangri-lá II,,,,,
Rua SHG03,Residencial Shangri-lá II,,,,,
Rua SM 1,Residencial São Marcos,-16.7046452,-49.3735292,12920.84,-12618.24,-2750.01
Rua SM 10,Setor Marabá,-16.6390327,-49.3183487,8135.77,-6743.9,4541.7
Rua SM 12,Residencial São Marcos,-16.7033901,-49.3740301,12944.13,-12671.57,-2610.52
Rua SM 14,Residencial São Marcos,-16.7032523,-49.3754593,13090.21,-12823.72,-2595.21
Rua SM 15,Residencial São Marcos,-16.7035641,-49.3758269,13135.48,-12862.85,-2629.86
Rua SM 2,Jardim Sônia Maria,-16.7296077,-49.3310799,9808.36,-8099.23,-5524.16
Rua SM 2,Residencial São Marcos,-16.7039937,-49.3735004,12902.62,-12615.18,-2677.6
Rua SM 26,Residencial São Marcos,-16.7019522,-49.3710061,12596.78,-12349.64,-2450.73
Rua SM 3,Jardim Sônia Maria,-16.7305676,-49.3316865,9922.0,-8163.8,-5630.84
Rua SM 36,Residencial São Marcos,-16.6985732,-49.3746975,12917.08,-12742.62,-2075.21
Rua SM 37,Residencial São Marcos,-16.6982086,-49.3750166,12944.2,-12776.59,-2034.69
Rua SM 40,Residencial São Marcos,-16.700504,-49.3760857,13098.81,-12890.4,-2289.78
Rua SM 7,Setor Marabá,-16.6433615,-49.3155965,7627.3,-6450.91,4060.63
Rua SMR 7,Village Santa Rita,-16.7221947,-49.3640807,12533.39,-11612.39,-4700.33
Rua SN 1,Setor Noroeste,-16.641988,-49.3137391,7544.87,-6253.18,4213.27
Rua SN 6,Setor Noroeste,-16.6377845,-49.3170848,8103.87,-6609.35,4680.42
Rua SN 8,Setor Marabá,-16.6368054,-49.3191731,8348.45,-6831.67,4789.23
Rua SNF 4,Setor Norte Ferroviário II,-16.6555367,-49.2608872,2780.71,-626.73,2707.57
Rua SP 1,Setor Perim,-16.6476112,-49.2987437,5882.55,-4656.82,3588.35
Rua SP 10,Setor Perim,-16.6450235,-49.2944352,5717.25,-4198.15,3875.93
Rua SP 12,Setor Perim,-16.6458534,-49.2960728,5785.82,-4372.48,3783.7
Rua SP 14,Setor Perim,-16.6469935,-49.2963175,5723.68,-4398.53,3657.0
Rua SP 15,Residencial Itamaracá,-16.6472612,-49.2999584,6009.0,-4786.13,3627.25
Rua SP 15,Setor Perim,-16.6163399,-49.2162679,8183.92,4123.3,7063.62
Rua SP 19,Setor Perim,-16.651558,-49.3002028,5754.82,-4812.15,3149.73
Rua SP 5,Setor Perim,-16.6492444,-49.2986243,5763.23,-4644.11,3406.85
Rua SP 8,Setor Perim,-16.6504777,-49.2960982,5465.34,-4375.18,3269.79
Rua SR 1,Residencial Santa Rita - 4ª Etapa,-16.7340472,-49.3474459,11540.66,-9841.5,-6017.54
Rua SR 10,Parque Santa Rita,-16.731804,-49.36821699999999,13367.89,-12052.72,-5768.24
Rua SR 11,Parque Santa Rita,-16.7215274,-49.3654385,12640.21,-11756.93,-4626.18
Rua SR 11,Setor Recanto das Minas Gerais,-16.646223,-49.18564199999999,8283.2,7383.63,3742.62
Rua SR 12,Parque Santa Rita,-16.726131,-49.3699027,13273.4,-12232.18,-5137.79
Rua SR 13,Parque Santa Rita,-16.725148,-49.3681277,13056.84,-12043.22,-5028.54
Rua SR 14,Parque Santa Rita,-16.7316643,-49.3684149,13380.22,-12073.79,-5752.72
Rua SR 14,Village Santa Rita,-16.7245038,-49.3669648,12914.98,-11919.42,-4956.95
Rua SR 15,Parque Santa Rita,-16.7238015,-49.3657486,12765.43,-11789.95,-4878.9
Rua SR 15,Setor Recanto das Minas Gerais,-16.6420174,-49.1915636,7963.04,6753.24,4210.01
Rua SR 17,Parque Santa Rita,-16.7315851,-49.3685217,13386.71,-12085.16,-5743.92
Rua SR 2,Parque Santa Rita,-16.7246456,-49.3707995,13298.88,-12327.65,-4972.71
Rua SR 24,Setor Recanto das Minas Gerais,-16.6431513,-49.1879663,8227.36,7136.2,4083.99
Rua SR 28,Setor Recanto das Minas Gerais,-16.6421518,-49.1847821,8577.29,7475.18,4195.07
Rua SR 30,Setor Recanto das Minas Gerais,-16.6433708,-49.184279,8558.89,7528.73,4059.6
Rua SR 33,Setor Recanto das Minas Gerais,-16.6463758,-49.1856691,8272.95,7380.75,3725.64
Rua SR 34,Setor Recanto das Minas Gerais,-16.6463264,-49.1859565,8248.11,7350.15,3731.13
Rua SR 38,Setor Recanto das Minas Gerais,-16.646071,-49.1811787,8717.23,7858.78,3759.52
Rua SR 5,Parque Santa Rita,-16.7215646,-49.3711348,13208.07,-12363.34,-4630.31
Rua SR 57,Setor Recanto das Minas Gerais,-16.6466204,-49.18573319999999,8254.62,7373.92,3698.46
Rua SR 6,Parque Santa Rita,-16.7231906,-49.3701251,13172.36,-12255.85,-4811.01
Rua SR 6,Setor Recanto das Minas Gerais,-16.6461483,-49.1859183,8260.72,7354.22,3750.93
Rua SR 7,Parque Santa Rita,-16.7219413,-49.3693327,13043.45,-12171.5,-4672.17
Rua SR 71,Setor Recanto das Minas Gerais,-16.6473191,-49.1884753,7958.91,7082.01,3620.81
Rua SR36,Residencial Paulo Estrela,-16.6442325,-49.1791241,9003.37,8077.51,3963.83
Rua SRM 1,Village Santa Rita,-16.7188276,-49.3662916,12618.78,-11847.75,-4326.14
Rua SRM 10,Village Santa Rita,,,,,
Rua SRM 13,Village Santa Rita,-16.7241822,-49.3637858,12589.01,-11580.99,-4921.21
Rua SRM 16,Residencial Village Santa Rita I,-16.7214107,-49.3626838,12362.82,-11463.68,-4613.21
Rua SRM 17,Residencial Village Santa Rita I,-16.7212705,-49.3625582,12344.6,-11450.31,-4597.63
Rua SRM 19,Residencial Village Santa Rita II,-16.721847,-49.3616058,12274.73,-11348.92,-4661.69
Rua SRM 23,Residencial Village Santa Rita III,-16.7253012,-49.3590698,12179.36,-11078.94,-5045.57
Rua SRM 24,Residencial Village Santa Rita IV,-16.7271941,-49.3624887,12597.99,-11442.91,-5255.93
Rua SRM 6,Village Santa Rita,-16.7189483,-49.3654177,12536.03,-11754.72,-4339.55
Rua SRM 8,Village Santa Rita,-16.7216157,-49.3687538,12972.93,-12109.87,-4635.99
Rua SRM 9,Residencial Village Santa Rita I,-16.7233136,-49.3621492,12390.86,-11406.77,-4824.68
Rua SRM 9,Village Santa Rita,-16.7210516,-49.3637582,12454.33,-11578.05,-4573.3
Rua SV 26,Residencial Solar Ville,-16.6281835,-49.3650149,13054.76,-11711.84,5747.41
Rua SV 27,Residencial Solar Ville,-16.6333096,-49.3635718,12673.3,-11558.21,5177.73
Rua SV 28,Residencial Solar Ville,-16.642551,-49.3270269,8724.63,-7667.76,4150.7
Rua SV 39,Residencial Solar Ville,-16.6315922,-49.360507,12457.25,-11231.94,5368.59
Rua SV 51,Residencial Solar Ville,-16.6298377,-49.3573275,12240.05,-10893.46,5563.57
Rua SV 53,Residencial Solar Ville,-16.6284011,-49.3581702,12393.1,-10983.17,5723.22
Rua SV 6,Residencial Solar Ville,-16.6306582,-49.3672303,13150.04,-11947.68,5472.39
Rua Sabiá,Parque Industrial de Goiânia,-16.6590189,-49.2350485,3147.68,2123.97,2320.58
Rua Saint Hilaire,Jardim Mariliza,-16.73232,-49.19293,8813.33,6607.78,-5825.59
Rua Salgueiro,Jardim Mariliza,-16.7343856,-49.1972235,8635.29,6150.7,-6055.15
Rua Salgueiro,Residencial Recanto do Bosque,-16.6057899,-49.3076473,9968.35,-5604.67,8236.07
Rua Salinas 15,Residencial Buena Vista III,-16.7287474,-49.3964875,16017.81,-15062.31,-5428.56
Rua Salinas 16,Residencial Buena Vista III,-16.729311,-49.3966128,16051.69,-15075.65,-5491.19
Rua Salinas 7,Residencial Buena Vista II,-16.7328275,-49.401929,16718.28,-15641.6,-5881.99
Rua Salinas 8,Residencial Buena Vista II,-16.732251,-49.39972119999999,16475.67,-15406.56,-5817.92
Rua Salvador,Alto da Glória,-16.7122547,-49.2390561,3978.31,1697.34,-3595.67
Rua Salvador,Parque Amazônia,-16.7307266,-49.2851215,6498.66,-3206.64,-5648.51
Rua Samambaiaçu,Residencial Alphaville Flamboyant,-16.7085695,-49.214096,5398.41,4354.51,-3186.13
Rua Samir Helou,Setor Alto do Vale,-16.6148441,-49.3120202,9446.16,-6070.19,7229.85
Rua Samuel Morse,Serrinha,-16.7214261,-49.2655125,4751.29,-1119.13,-4614.92
Rua Sancerre,Jardins França,-16.7344374,-49.1828983,9784.74,7675.72,-6060.9
Rua Santa Catarina,Jardim Itaipu,-16.7795951,-49.3648676,16117.43,-11696.16,-11079.41
Rua Santa Cruz de La Sierra,Residencial Nova Aurora,-16.6860727,-49.3724018,12523.81,-12498.22,-685.99
Rua Santa Efigênia,Jardim Planalto,-16.7152221,-49.3071298,6800.94,-5549.57,-3925.45
Rua Santa Helena,Vila Nova Canaã,-16.6894028,-49.3191404,6913.06,-6828.18,-1056.07
Rua Santa Luzia,Setor Estrela Dalva,-16.5929312,-49.3163814,11674.1,-6534.47,9665.1
Rua Santa Luzia,Sítio de Recreio Ipê,-16.6681587,-49.2884055,3790.29,-3556.24,1304.85
Rua Santa Luzia,Vila Abajá,-16.6669255,-49.2879311,3792.91,-3505.74,1441.89
Rua Santa Maria,Condomínio Santa Rita,-16.680149,-49.3320645,8208.66,-8204.04,-27.67
Rua Santa Maria,Goiá,-16.680149,-49.3320645,8208.66,-8204.04,-27.67
Rua Santa Maria,Jardim Planalto,-16.715499,-49.306205,6738.81,-5451.12,-3956.22
Rua Santa Rita de Cássia,Parque Santa Maria,-16.696776,-49.2019782,5951.04,5644.53,-1875.48
Rua Santa Rosa,Cidade Jardim,-16.6779924,-49.3160693,6508.36,-6501.24,212.0
Rua Santa Rosa,Conjunto Guadalajara,-16.6784258,-49.3148566,6377.83,-6372.14,163.83
Rua Santana,Vila São Luiz,-16.6507744,-49.2716745,3693.74,-1775.11,3236.81
Rua Santarém,Parque Amazônia,-16.7225383,-49.2772691,5301.31,-2370.7,-4738.52
Rua Santarém,Serrinha,-16.7260428,-49.2694465,5356.57,-1537.93,-5127.99
Rua Santarém,Setor Pedro Ludovico,-16.7251511,-49.2708531,5307.42,-1687.67,-5028.89
Rua Santo Agostinho,Jardim Europa,-16.7153104,-49.3071512,6808.47,-5551.85,-3935.26
Rua Santo Antônio,Vila São Luiz,-16.6527348,-49.2707764,3456.66,-1679.51,3018.95
Rua Santos Dumont,São Francisco,-16.668123,-49.329118,8002.88,-7890.37,1308.81
Rua Santos Rabelo,Jardim Gardênia,-16.7423574,-49.3790536,14925.73,-13206.35,-6941.08
Rua Sarah Miguel Ajus,Residencial Morumbi,-16.64937,-49.2795318,4284.11,-2611.58,3392.89
Rua Sardenha,Jardins Itália,-16.8127295,-49.3121397,15974.02,-6082.91,-14761.73
Rua Sauternes,Jardins França,-16.7344374,-49.1828983,9784.74,7675.72,-6060.9
Rua Sebastiana Fausta da Silva,Residencial Pilar dos Sonhos,-16.6562493,-49.3736474,12909.36,-12630.83,2628.37
Rua Senador Domingos Vellasco,Setor Pedro Ludovico,-16.7052456,-49.2518724,2837.92,332.95,-2816.73
Rua Senador Miguel Rocha Lima,Setor Criméia Leste,-16.6454541,-49.2593436,3858.06,-462.41,3828.07
Rua Senador Morais Filho,Setor Campinas,-16.6664707,-49.2950247,4517.38,-4260.9,1492.44
Rua Senhorinha de Albuquerque,Parque Oeste Industrial Prolongamento,-16.7041218,-49.3239772,7824.86,-7343.09,-2691.84
Rua Seridó,Jardim Guanabara,-16.6162806,-49.2219027,7904.19,3523.43,7070.21
Rua Serra Dourada,Santa Genoveva,-16.6365549,-49.2351255,5264.27,2115.78,4817.07
Rua Serra da Canoa,Residencial Sonho Verde,-16.6888129,-49.2134689,4533.29,4421.27,-990.52
Rua Serra do Caiapó,Residencial Sonho Verde,-16.6888129,-49.2134689,4533.29,4421.27,-990.52
Rua Serra dos Javaés,Residencial Sonho Verde,-16.6892755,-49.2137331,4517.42,4393.14,-1041.93
Rua Serra dos Órgãos,Jardim Petrópolis,-16.6635348,-49.3399537,9230.48,-9043.9,1818.71
Rua Serranópolis,Residencial Alphaville Flamboyant,-16.7034438,-49.2064989,5791.33,5163.27,-2616.49
Rua Sete de Setembro,Jardim Balneário Meia Ponte,-16.6210829,-49.3013637,8195.72,-4935.73,6536.52
Rua Sevilha,Jardim Europa,-16.7310287,-49.3064347,7894.9,-5475.58,-5682.08
Rua Sevilha,Residencial Barcelona,-16.7443749,-49.34102,11632.8,-9157.42,-7165.29
Rua Sevilha,Setor Três Marias,-16.7455087,-49.3401571,11639.15,-9065.56,-7291.29
Rua Sianinha Rodrigues,Residencial Buena Vista III,-16.7289278,-49.3955674,15932.51,-14964.36,-5448.6
Rua Sibipiruna,Goiânia 2,-16.6249452,-49.244605,6210.23,1106.62,6107.29
Rua Sienna,Jardim Abaporu,-16.6536529,-49.1832316,8183.17,7640.24,2916.92
Rua Silene Borges de Faria,Vila Santa Rita - 5ª Etapa,-16.7305065,-49.3385941,10532.22,-8899.16,-5624.05
Rua Silvério Fernandes do Nascimento,Residencial Pilar dos Sonhos,-16.6566978,-49.3705124,12572.25,-12297.09,2578.53
Rua Similiana Barbosa,Residencial Antônio Barbosa,-16.590085,-49.2668368,10066.28,-1260.11,9981.41
Rua Siriema,Santa Genoveva,-16.6406596,-49.236271,4797.84,1993.83,4360.9
Rua Soalgo,Condomínio Aeródromo Zezé Alves Ferreira,-16.6240936,-49.3478234,11674.42,-9881.69,6201.93
Rua Sol Nascente,Setor Estrela Dalva,-16.6017159,-49.3182204,10997.51,-6730.24,8688.83
Rua Solimões,Parque Amazônia,-16.7242072,-49.2723153,5260.57,-1843.33,-4923.99
Rua Sorocaba,Jardim Novo Mundo,-16.6901809,-49.2297577,2921.59,2687.22,-1142.55
Rua Stéfane Meireles Junqueira,Residencial Junqueira,-16.6585657,-49.3763382,13141.1,-12917.28,2370.94
Rua Sucupira,Jardim Mariliza,-16.7373204,-49.2036763,8404.96,5463.76,-6381.3
Rua Sucupira,Santa Genoveva,-16.6361453,-49.2309879,5496.76,2556.25,4862.59
Rua Suécia,Jardim Europa,-16.7161029,-49.3084597,6973.12,-5691.15,-4023.34
Rua Suécia,Setor Andréia,-16.7649829,-49.3560515,14328.66,-10757.62,-9455.51
Rua Suíça,Jardim Europa,-16.7138454,-49.3121258,7160.01,-6081.43,-3772.45
Rua Sygnus,Residencial Alphaville Flamboyant,-16.7145715,-49.2034199,6711.42,5491.05,-3853.15
Rua São Bartolomeu,Jardim Planalto,-16.7144511,-49.3052125,6584.9,-5345.46,-3839.77
Rua São Borja,Parque Amazônia,,,,,
Rua São Cristóvão,Residencial Maria Lourença,-16.6265178,-49.3017489,7748.33,-4976.74,5932.52
Rua São Domingos,Residencial Morumbi,-16.6424999,-49.2795284,4911.43,-2611.22,4156.38
Rua São Fernando,Ipiranga,-16.6614777,-49.3315018,8402.6,-8144.14,2047.32
Rua São Gabriel,Conjunto Habitacional Madre Germana II,-16.825936,-49.3768754,20786.61,-12974.47,-16229.41
Rua São Geraldo,Ipiranga,-16.6582796,-49.3288756,8228.42,-7864.56,2402.74
Rua São Geraldo,Jardim Nova Esperança,-16.6430295,-49.3257807,8582.56,-7535.09,4097.53
Rua São José,Jardim Leblon,-16.6726898,-49.3255877,7561.5,-7514.54,801.29
Rua São José,Setor Santa Rita,-16.6515871,-49.2722885,3647.35,-1840.48,3146.5
Rua São José,Vila Concórdia,-16.6685737,-49.1883668,7208.6,7093.56,1258.73
Rua São João,Jardim Petrópolis,-16.6637716,-49.3355923,8770.07,-8579.6,1792.4
Rua São João,Jardim Vitória,-16.7190259,-49.2236963,5481.18,3332.49,-4348.18
Rua São João,Setor Santa Rita,-16.6638131,-49.335712,8781.61,-8592.34,1787.78
Rua São Judas Tadeu,Jardim Planalto,-16.7143329,-49.3041834,6488.44,-5235.91,-3826.63
Rua São Luis,Alto da Glória,-16.7135914,-49.2397343,4083.92,1625.14,-3744.22
Rua São Luiz,Jardim Petrópolis,-16.6615635,-49.3382043,9094.53,-8857.67,2037.79
Rua São Luiz,Jardim das Esmeraldas,-16.7234712,-49.2592538,4866.03,-452.85,-4842.2
Rua São Miguel,Vila Regina,-16.6571693,-49.3358279,8973.32,-8604.68,2526.13
Rua São Miguel Arcanjo,Residencial Maria Lourença,-16.6248577,-49.3021495,7917.65,-5019.39,6117.01
Rua São Paulo,Jardim Petrópolis,-16.6590316,-49.3369497,9032.6,-8724.11,2319.17
Rua São Sebastião,Residencial Linda Vista,-16.8212052,-49.3697969,19906.95,-12220.92,-15703.66
Rua Sírios,Setor Morada do Sol,-16.6164991,-49.3214193,9988.44,-7070.79,7045.93
Rua Sírius,Residencial Alphaville Flamboyant,-16.709567,-49.2014907,6585.04,5696.43,-3296.98
Rua T,Elísio Campos,-16.6652345,-49.2335173,2809.95,2286.98,1629.82
Rua T,Setor Bueno,-16.6661776,-49.2327826,2815.85,2365.19,1525.01
Rua T,Setor Leste Vila Nova,-16.6661776,-49.2327826,2815.85,2365.19,1525.01
Rua T 1 A,Setor Bueno,-16.7056217,-49.2669777,3131.74,-1275.11,-2858.53
Rua T 15,Nova Suiça,-16.722231,-49.2737563,5113.35,-1996.74,-4704.37
Rua T 27,Setor Bueno,-16.6651009,-49.23359989999999,2811.45,2278.19,1644.67
Rua T 28,Setor Bueno,-16.6651065,-49.2335963,2811.4,2278.57,1644.05
Rua T 28 A,Setor Bueno,-16.6939993,-49.2746665,2616.44,-2093.63,-1566.9
Rua T 29,Setor Bueno,-16.6649372,-49.23347219999999,2833.15,2291.78,1662.86
Rua T 3 A,Setor Bueno,-16.6690115,-49.2330976,2628.48,2331.66,1210.07
Rua T 30,Setor Bueno,-16.6651169,-49.2335889,2811.36,2279.36,1642.89
Rua T 30,Vila Americano do Brasil,-16.686709,-49.2861828,3406.62,-3319.62,-756.7
Rua T 31,Setor Bueno,-16.6867866,-49.2860104,3390.65,-3301.27,-765.33
Rua T 32,Setor Bueno,-16.6885314,-49.290133,3863.27,-3740.15,-959.23
Rua T 33,Setor Bueno,-16.7036874,-49.2744763,3361.46,-2073.39,-2643.56
Rua T 34,Setor Bueno,-16.6866935,-49.28628759999999,3417.12,-3330.78,-754.98
Rua T 35,Setor Bueno,-16.6688259,-49.2326613,2679.24,2378.11,1230.7
Rua T 36,Setor Bueno,-16.6651674,-49.2335541,2811.1,2283.06,1637.28
Rua T 37,Serrinha,-16.7174863,-49.2656841,4331.55,-1137.4,-4177.08
Rua T 37,Setor Bueno,-16.6651826,-49.2335436,2811.02,2284.18,1635.59
Rua T 37 A,Setor Bueno,-16.6651826,-49.2335436,2811.02,2284.18,1635.59
Rua T 38,Serrinha,-16.715796,-49.2679984,4224.72,-1383.77,-3989.23
Rua T 38,Setor Bueno,-16.6651826,-49.2335436,2811.02,2284.18,1635.59
