rua,latitude,longitude,distance_to_center_m,coordinate_x_m,coordinate_y_m
Rua Ilinóis,-16.6739804,-49.2187456,3917.44,3859.53,657.86
Rua Imbaúba,-16.6273438,-49.2494144,5874.2,594.63,5840.73
Rua Imbuia,-16.7363257,-49.2015393,8472.5,5691.26,-6270.75
Rua Imperial,-16.6233421,-49.3247244,9732.64,-7422.64,6285.45
Rua Incas,-16.7165335,-49.3025436,6498.76,-5061.34,-4071.19
Rua Indaiá,-16.622096,-49.2126106,7855.3,4512.64,6423.93
Rua Industrial Matadouro,-16.6618038,-49.3169297,6896.89,-6592.84,2011.08
Rua Inhandul,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua Inhanhá do Couto,-16.6742734,-49.388829,14268.89,-14247.01,625.3
Rua Inhumas,-16.6411071,-49.2372292,4710.69,1891.82,4311.17
Rua Inácio Bento de Loyola,-16.6807607,-49.3140753,6293.19,-6288.97,-95.65
Rua Ipiranga,-16.6406951,-49.3253236,8667.46,-7486.43,4356.96
Rua Ipora,-16.619712,-49.2249066,7420.84,3203.65,6688.87
Rua Ipê,-16.7374282,-49.2043641,8366.67,5390.54,-6393.28
Rua Irariê,-16.7351739,-49.22636,6861.42,3048.92,-6142.75
Rua Iraí,-16.7013766,-49.2208105,4354.74,3639.71,-2386.76
Rua Irlanda,-16.7203856,-49.3091671,7317.67,-5766.46,-4499.28
Rua Irmã Cibele de Aquino Sales,-16.6892875,-49.4015186,15641.09,-15597.91,-1043.26
Rua Isa Lostracco,-16.7171046,-49.3014356,6447.79,-4943.39,-4134.66
Rua Israel Pinheiro,-16.6171658,-49.3588071,13075.21,-11050.98,6971.84
Rua Itajubá,-16.6984316,-49.3113446,6345.24,-5998.27,-2059.47
Rua Itajá,-16.7054854,-49.2010269,6414.09,5745.81,-2843.38
Rua Itapecuri,-16.626532,-49.2483323,5976.61,709.82,5930.94
Rua Itapuã,-16.7374052,-49.2897679,7389.01,-3701.28,-6390.72
Rua Itararé,-16.665227,-49.3278201,7926.55,-7752.2,1630.65
Rua Itaíra,-16.7356059,-49.2906726,7266.49,-3797.59,-6190.76
Rua Ituiutaba,-16.6804342,-49.2914401,3881.91,-3879.3,-59.37
Rua Itumbiara,-16.6860607,-49.3003695,4880.82,-4829.89,-684.66
Rua Ivaí,-16.6983492,-49.2097168,5241.31,4820.71,-2050.31
Rua J,-16.6122983,-49.3253224,10612.81,-7486.3,7512.78
Rua J 2,-16.646762,-49.2360513,4201.43,2017.22,3682.72
Rua J1,-16.6456522,-49.2363644,4294.55,1983.89,3806.06
Rua J10,-16.6479025,-49.23278,4273.37,2365.47,3555.98
Rua J12,-16.6487188,-49.2314479,4279.71,2507.28,3465.26
Rua J13,-16.6494305,-49.2309489,4247.7,2560.4,3386.17
Rua J14,-16.6501148,-49.2304555,4219.62,2612.93,3310.12
Rua J16,-16.6461841,-49.2310894,4532.43,2545.45,3746.95
Rua J17,-16.6472169,-49.2273344,4678.96,2945.19,3632.17
Rua J18,-16.6479873,-49.2278614,4577.07,2889.09,3546.55
Rua J2,-16.6909437,-49.204812,5484.92,5342.86,-1227.32
Rua J20,-16.6493207,-49.2266392,4548.52,3019.2,3398.37
Rua J30,-16.7828483,-49.2813864,11787.13,-2809.01,-11440.95
Rua J33,-16.6514994,-49.2271841,4330.44,2961.19,3156.24
Rua J37,-16.6546926,-49.2287081,3962.37,2798.95,2801.37
Rua J4,-16.7286716,-49.226942,6191.95,2986.97,-5420.13
Rua J44,-16.6477186,-49.2250848,4791.68,3184.68,3576.41
Rua J45,-16.6476997,-49.2242825,4850.49,3270.09,3578.51
Rua J51,-16.6436235,-49.2327919,4676.32,2364.2,4031.51
Rua J52,-16.6416897,-49.2304136,4991.19,2617.39,4246.42
Rua J55,-16.6447124,-49.2319663,4618.41,2452.09,3910.5
Rua J59,-16.6404508,-49.2301762,5121.99,2642.66,4384.11
Rua J6,-16.6487651,-49.2366253,3977.06,1956.11,3460.11
Rua J61,-16.6450383,-49.230529,4671.42,2605.11,3874.28
Rua J62,-16.6445462,-49.2268415,4944.87,2997.66,3928.97
Rua J63,-16.6443359,-49.2288592,4836.62,2782.87,3952.34
Rua J64,-16.6451446,-49.2299366,4697.2,2668.17,3862.47
Rua J65,-16.6434969,-49.2293254,4885.22,2733.24,4045.58
Rua J71,-16.6421646,-49.2247234,5292.32,3223.15,4193.65
Rua J73,-16.6421371,-49.225054,5273.36,3187.96,4196.7
Rua J74,-16.6402578,-49.2260456,5379.99,3082.39,4405.55
Rua JA 10,-16.6410461,-49.3290258,8991.69,-7880.55,4317.95
Rua JA 12,-16.6421952,-49.32873,8903.17,-7849.06,4190.25
Rua JA 13,-16.6404982,-49.3294574,9061.35,-7926.5,4378.84
Rua JA 16,-16.6405885,-49.3295609,9066.15,-7937.52,4368.8
Rua JA 18,-16.6406034,-49.32955,9064.34,-7936.36,4367.15
Rua JA 2,-16.6404289,-49.32955579999999,9074.25,-7936.97,4386.54
Rua JA 21,-16.6405587,-49.3294131,9053.97,-7921.78,4372.11
Rua JA 3,-16.6404224,-49.3295116,9070.48,-7932.27,4387.26
Rua JA 7,-16.6404999,-49.3295659,9071.38,-7938.05,4378.65
Rua JA 8,-16.6405274,-49.3296049,9073.54,-7942.2,4375.59
Rua JAV 1,-16.7379498,-49.3809209,14883.16,-13405.14,-6451.25
Rua JAV 4,-16.7406152,-49.3820265,15119.26,-13522.84,-6747.46
Rua JAV10,-16.7367176,-49.3811507,14846.44,-13429.6,-6314.31
Rua JAV6,-16.7362134,-49.3827321,14975.51,-13597.96,-6258.27
Rua JB 3,-16.6557914,-49.3572205,11213.96,-10882.07,2679.26
Rua JB 6,-16.6306877,-49.312499,8213.68,-6121.16,5469.11
Rua JB1,-16.7141616,-49.1026093,16671.74,16223.03,-3807.59
Rua JB12,-16.7131423,-49.0992029,17000.19,16585.67,-3694.31
Rua JB2,-16.6542467,-49.356439,11175.79,-10798.88,2850.93
Rua JB4,-16.6563558,-49.3554755,11018.46,-10696.3,2616.54
Rua JC 46 A,-16.6034487,-49.335068,12042.92,-8523.79,8496.26
Rua JC 60A,-16.593613,-49.330746,12537.25,-8063.68,9589.33
Rua JC1,-16.6128366,-49.3434521,12016.9,-9416.33,7452.95
Rua JC10,-16.6051131,-49.3363387,12010.28,-8659.06,8311.29
Rua JC100,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua JC101,-16.6734425,-49.4319494,18861.97,-18837.47,717.64
Rua JC17,-16.6012288,-49.3389257,12508.85,-8934.46,8742.96
Rua JC202,-16.6741505,-49.4290422,18549.61,-18527.98,638.96
Rua JC208,-16.6748328,-49.4312315,18780.21,-18761.05,563.13
Rua JC302,-16.6732294,-49.4400382,19723.86,-19698.58,741.32
Rua JC305,-16.6753582,-49.4393977,19648.07,-19630.4,504.74
Rua JC306,-16.675803,-49.4385656,19558.23,-19541.81,455.31
Rua JC309,-16.6760766,-49.4417777,19899.59,-19883.76,424.91
Rua JC316,-16.676894,-49.4368961,19377.92,-19364.08,334.07
Rua JC317,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua JC319,-16.6750287,-49.4350966,19191.1,-19172.51,541.36
Rua JC320,-16.6754983,-49.4344283,19118.51,-19101.37,489.17
Rua JC47,-16.5982647,-49.3292057,12037.5,-7899.7,9072.37
Rua JC604,-16.6812907,-49.4406693,19777.32,-19765.77,-154.55
Rua JC69,-16.5924754,-49.3330068,12789.53,-8304.36,9715.75
Rua JC76,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua JCA14,-16.7536099,-49.3516404,13156.67,-10288.03,-8191.6
Rua JCA15,-16.7528679,-49.3518058,13119.28,-10305.64,-8109.14
Rua JCA18,-16.7521884,-49.3516656,13060.93,-10290.71,-8033.62
Rua JCA19A,-16.7552573,-49.3551483,13563.27,-10661.47,-8374.68
Rua JCA23A,-16.7548235,-49.3545337,13482.01,-10596.04,-8326.47
Rua JCA35,-16.7506787,-49.3600191,13675.75,-11180.0,-7865.85
Rua JD,-16.6445432,-49.3266664,8587.19,-7629.38,3929.31
Rua JDA11,-16.6630682,-49.1954466,6614.02,6339.87,1870.57
Rua JG14,-16.7415231,-49.379847,14957.88,-13290.82,-6848.36
Rua JG16,-16.739467,-49.3769901,14582.89,-12986.68,-6619.86
Rua JG3,-16.6139185,-49.210246,8749.92,4764.37,7332.72
Rua JG5,-16.7377927,-49.3782981,14624.28,-13125.93,-6433.79
Rua JG7,-16.7380856,-49.3790632,14711.78,-13207.38,-6466.34
Rua JGO1,-16.6364206,-49.2993874,6762.62,-4725.34,4831.99
Rua JGO10,-16.6391863,-49.3018703,6739.81,-4989.66,4524.63
Rua JGO2,-16.6386231,-49.2975213,6448.58,-4526.68,4587.22
Rua JGO3,-16.637708,-49.29979,6691.54,-4768.2,4688.92
Rua JGO5,-16.6389832,-49.2995527,6574.61,-4742.94,4547.2
Rua JGO9,-16.6377353,-49.3011726,6795.25,-4915.39,4685.89
Rua JH 26,-16.6213604,-49.3344017,10673.49,-8452.85,6505.68
Rua JH1,-16.6215461,-49.3323454,10487.94,-8233.95,6485.04
Rua JH11,-16.6261567,-49.3306998,10037.27,-8058.76,5972.65
Rua JH14,-16.6225694,-49.3311034,10313.58,-8101.73,6371.32
Rua JH16,-16.6250722,-49.3309914,10134.34,-8089.8,6093.18
Rua JH17,-16.6245335,-49.3317735,10236.94,-8173.06,6153.04
Rua JH2,-16.6255914,-49.3331142,10281.87,-8315.79,6035.48
Rua JH22,-16.619569,-49.3344213,10797.79,-8454.94,6704.76
Rua JH29,-16.6208284,-49.3347251,10736.91,-8487.28,6564.8
Rua JH31,-16.6198544,-49.3342432,10763.21,-8435.98,6673.04
Rua JH4,-16.6249852,-49.3328904,10302.4,-8291.97,6102.84
Rua JH6,-16.6245989,-49.3322776,10275.55,-8226.73,6145.77
Rua JI 1,-16.6242956,-49.2792713,6701.81,-2583.85,6179.48
Rua JI 2,-16.6249014,-49.2789829,6627.81,-2553.14,6112.16
Rua JI 3,-16.6257052,-49.2791297,6551.55,-2568.77,6022.83
Rua JI 4,-16.626235,-49.2787014,6479.48,-2523.18,5963.95
Rua JI5,-16.6253746,-49.2803853,6638.73,-2702.44,6059.57
Rua JL6,,,,,
Rua JMH4,-16.6556506,-49.18155,8275.71,7819.25,2694.91
Rua JMH5,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua JP11A,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua JR 7,-16.6525782,-49.3799591,13653.41,-13302.75,3036.35
Rua JR1,-16.6551372,-49.3765526,13237.7,-12940.11,2751.96
Rua JR2,-16.6541721,-49.3785567,13469.0,-13153.46,2859.22
Rua JR5,-16.6539286,-49.3767933,13291.37,-12965.73,2886.28
Rua JR6,-16.654537,-49.3766709,13264.07,-12952.7,2818.67
Rua JV3,-16.6846319,-49.1463668,11583.01,11564.75,-525.87
Rua JZ-04,-16.7146328,-49.2829311,4875.0,-2973.46,-3859.96
Rua JZ-08,,,,,
Rua Jaborandi,-16.6260331,-49.2494749,6018.58,588.18,5986.39
Rua Jacarandá,-16.7369938,-49.202965,8427.03,5539.48,-6345.0
Rua Jacuna,-16.7378931,-49.2892125,7406.73,-3642.15,-6444.94
Rua Jaguaribe,-16.7409125,-49.2816197,7352.79,-2833.85,-6780.5
Rua James Watt,-16.728892,-49.2664078,5581.5,-1214.44,-5444.63
Rua Janus,-16.7058956,-49.2066378,5906.63,5148.49,-2888.97
Rua Jaraguá,-16.6730326,-49.294435,4269.39,-4198.13,763.19
Rua Jardins Barcelona,-16.6156734,-49.2883659,7977.39,-3552.03,7137.69
Rua Jardins Itália,-16.6161401,-49.290707,8045.83,-3801.25,7085.83
Rua Jardins Milão,-16.6175527,-49.2872947,7739.46,-3437.99,6928.84
Rua Jari,-16.7386041,-49.2790191,7010.92,-2557.0,-6523.96
Rua Jarina,-16.7369071,-49.2004081,8601.45,5811.68,-6335.37
Rua Jasmim,-16.6357965,-49.2528724,4909.32,226.5,4901.35
Rua Jataí,-16.6212084,-49.2209056,7468.87,3629.58,6522.57
Rua Jatobá,-16.6264622,-49.2475446,5994.86,793.68,5938.7
Rua Jauarí,-16.7327529,-49.2654201,5980.83,-1109.29,-5873.7
Rua Javaé,-16.6018327,-49.3242781,11394.28,-7375.13,8675.85
Rua Jaçanã,-16.7350627,-49.2706313,6355.71,-1664.06,-6130.39
Rua Jerusalém,-16.6215846,-49.3368532,10866.73,-8713.83,6480.76
Rua Jerônimo Simões de Lima,-16.7350568,-49.3625834,12995.96,-11452.99,-6129.74
Rua Joana Darc,-16.6260977,-49.1943744,8803.59,6454.01,5979.21
Rua Joanna Antônia do Desterro,-16.6795996,-49.2038672,5446.58,5443.44,33.38
Rua Joaquim Alves Vieira,-16.6561826,-49.370469,12579.63,-12292.46,2635.78
Rua Joaquim Barbosa,-16.5912321,-49.2643473,9909.59,-995.08,9853.93
Rua Joaquim Cândido da Silva,-16.751265,-49.355368,13312.47,-10684.86,-7931.0
Rua Joaquim Lúcio,-16.6226095,-49.3061811,8385.18,-5448.58,6366.86
Rua Joaquim Moreira da Silva,-16.6547577,-49.1956825,6909.54,6314.75,2794.14
Rua Joaquim Portugal,-16.6343629,-49.3827435,14519.87,-13599.17,5060.67
Rua Joaquim Teófilo Correia Viana,-16.653374,-49.2669849,3214.0,-1275.87,2947.91
Rua John Kennedy,-16.6698053,-49.3319368,8271.75,-8190.45,1121.85
Rua Jordelírio Moreira Alves,-16.6442694,-49.2796777,4754.75,-2627.11,3959.73
Rua Jorge Luís de Abreu,-16.7147965,-49.3697816,12826.03,-12219.29,-3878.15
Rua José Alves Fortes,-16.7352656,-49.3509405,11929.09,-10213.52,-6152.94
Rua José Benedito de Morais,-16.6780848,-49.201746,5676.03,5669.25,201.73
Rua José Bonifácio,-16.6725872,-49.2855887,3358.19,-3256.38,812.69
Rua José Cardoso de Brito,-16.7363012,-49.3615219,12962.74,-11339.98,-6268.03
Rua José Correa,-16.6430489,-49.2800827,4891.85,-2670.22,4095.37
Rua José Dorneles,-16.7172657,-49.3766647,13607.81,-12952.04,-4152.56
Rua José Ernesto Moraes,-16.7194289,-49.39625,15672.82,-15037.03,-4392.96
Rua José Gomes Bailão,-16.6796008,-49.315887,6485.54,-6481.84,33.25
Rua José Hermano,-16.6647914,-49.2930846,4390.89,-4054.37,1679.06
Rua José Ludovico de Almeida,-16.6229655,-49.3078516,8472.35,-5626.41,6327.3
Rua José Mendes dos Santos,-16.6476257,-49.2766684,4266.96,-2306.75,3586.74
Rua José Neddermeyer,-16.7310015,-49.3206318,9008.14,-6986.95,-5679.06
Rua José Pedro Costa,-16.6593658,-49.2745296,3088.89,-2079.06,2282.03
Rua José Pereira Borges,-16.6908043,-49.3904646,14479.62,-14421.13,-1211.83
Rua José Salustiano,-16.7431919,-49.2914959,8039.69,-3885.24,-7033.82
Rua José Vieira de Souza,-16.625634,-49.3589214,12608.52,-11063.14,6030.74
Rua José do Patrocínio,-16.693326,-49.3603994,11325.18,-11220.49,-1492.07
Rua Jovem Marcílio de Souza,-16.6468426,-49.2775122,4388.92,-2396.58,3673.77
Rua Jovino Borges da Silva,-16.6750425,-49.2055669,5293.12,5262.49,539.83
Rua João Alves Fortes,-16.7401344,-49.3728855,14229.6,-12549.72,-6694.03
Rua João Amorelli,,,,,
Rua João Augusto,-16.7466607,-49.2902714,8319.71,-3754.88,-7419.31
Rua João Correia Lima,-16.6835876,-49.2991605,4721.6,-4701.19,-409.81
Rua João Crisóstomo Rosa,-16.6564778,-49.1980077,6606.04,6067.22,2602.98
Rua João Fidelis Satildes,-16.6973254,-49.3583292,11174.99,-11000.1,-1936.54
Rua João José de Oliveira,-16.6849203,-49.395367,14961.58,-14943.03,-557.92
Rua João Luis de Oliveira,-16.7530375,-49.3763264,15267.08,-12916.03,-8127.99
Rua João Manoel Barcelos,-16.7517786,-49.35582,13385.16,-10732.98,-7988.08
Rua João Mendonça,-16.62494,-49.3082492,8338.31,-5668.74,6107.87
Rua João Máximo Borges,-16.7249578,-49.4024964,16488.53,-15702.0,-5007.41
Rua João Paulo,-16.6226764,-49.3229953,9641.49,-7238.56,6359.43
Rua João Pessoa,-16.6160862,-49.2450303,7174.82,1061.34,7091.82
Rua João Rita Dias,-16.6852197,-49.3272109,7714.24,-7687.34,-591.19
Rua João XXIII,-16.6739842,-49.3046854,5333.11,-5289.35,657.44
Rua João de Abreu,-16.6894023,-49.2683023,1767.47,-1416.12,-1056.02
Rua Juarez Amorelli,-16.7245283,-49.4028354,16508.53,-15738.09,-4959.67
Rua Juiz de Fora,-16.6985478,-49.3093077,6144.79,-5781.43,-2072.39
Rua Juliano Rivas Moraes,-16.6994318,-49.3811579,13611.56,-13430.37,-2170.63
Rua Jurema Di Guimarães,-16.8143234,-49.2197415,15411.47,3753.51,-14938.87
Rua Juriti,-16.6387833,-49.2340586,5087.19,2229.36,4569.42
Rua Juscelino Kubitschek,-16.7406176,-49.3285912,10344.45,-7834.29,-6747.73
Rua Juvenal Luiz Ferreira,-16.7477698,-49.3598138,13474.15,-11158.15,-7542.57
Rua Juventino Ferreira de Castro,-16.6464017,-49.2799215,4574.09,-2653.06,3722.77
Rua Juvercino da Silva Guimarães,-16.6260369,-49.3602739,12714.05,-11207.13,5985.97
Rua Jânio Quadros,-16.7668031,-49.3591465,14709.93,-11087.11,-9657.8
Rua Júlia Vieira Rosa,-16.6759241,-49.2068672,5146.0,5124.07,441.85
Rua K,-16.6591078,-49.2827801,3755.28,-2957.38,2310.7
Rua L,-16.657468,-49.1942009,6940.19,6472.48,2492.93
Rua L1,-16.6636232,-49.2295288,3261.48,2711.58,1808.89
Rua L11,-16.6585582,-49.2262773,3872.05,3057.73,2371.78
Rua L14,-16.661345,-49.2285852,3489.13,2812.04,2062.07
Rua L3,-16.7134857,-49.2438539,3918.7,1186.58,-3732.48
Rua L6,-16.6619261,-49.2285163,3457.3,2819.37,1997.49
Rua L8,-16.6616881,-49.2305435,3299.64,2603.56,2023.94
Rua LB2,-16.6769687,-49.3239482,7351.39,-7340.01,325.76
Rua LN1,-16.6136198,-49.2890389,8213.86,-3623.67,7365.91
Rua LN6,-16.6139493,-49.286499,8064.7,-3353.28,7329.3
Rua LP1,-16.6533484,-49.1735151,9168.44,8674.62,2950.76
Rua LP2,-16.6543319,-49.1727443,9211.85,8756.68,2841.46
Rua LP5,-16.6560693,-49.1728628,9141.95,8744.07,2648.38
Rua LPK15,-16.6479933,-49.3564285,11372.27,-10797.76,3545.89
Rua LRM 1,-16.6843761,-49.3734282,12624.19,-12607.49,-497.44
Rua LRM 10,-16.6797303,-49.3722621,12490.33,-12483.35,18.86
Rua LRM 11,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua LRM10,-16.6797303,-49.3722621,12490.33,-12483.35,18.86
Rua LRM2,-16.6834802,-49.3722229,12492.37,-12479.18,-397.88
Rua LRM3,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua LRM5,-16.6838141,-49.3704617,12306.11,-12291.69,-434.99
Rua LSM12,-16.6882297,-49.3658099,11839.08,-11796.47,-925.7
Rua LSM2,-16.6864532,-49.3679854,12056.61,-12028.07,-728.28
Rua LSM9,-16.7106385,-49.3765397,13388.54,-12938.73,-3416.06
Rua La Palma,-16.7398399,-49.3373307,11013.78,-8764.67,-6661.3
Rua Laci,-16.7370845,-49.0693164,20772.5,19767.29,-6355.08
Rua Lago 1,,,,,
Rua Lago 10,-16.6664317,-49.370835,12429.29,-12331.43,1496.77
Rua Lago 11,-16.6627436,-49.365954,11971.9,-11811.81,1906.64
Rua Lago 12,-16.6641285,-49.3656447,11915.7,-11778.89,1752.73
Rua Lago 13,-16.665187,-49.3652846,11860.92,-11740.55,1635.1
Rua Lago 14,-16.6650119,-49.3659793,11936.91,-11814.51,1654.56
Rua Lago 15,-16.6651774,-49.366649,12005.03,-11885.8,1636.17
Rua Lago 16,-16.6655289,-49.3666404,11998.84,-11884.88,1597.1
Rua Lago 17,-16.6612205,-49.3678855,12202.79,-12017.43,2075.91
Rua Lago 18,-16.6627957,-49.3698329,12379.09,-12224.75,1900.85
Rua Lago 19,-16.6641113,-49.3711538,12496.71,-12365.37,1754.64
Rua Lago 2,-16.6611734,-49.3668962,12099.86,-11912.12,2081.14
Rua Lago 20,-16.6618032,-49.3723333,12659.44,-12490.93,2011.15
Rua Lago 21,-16.664623,-49.3705847,12428.77,-12304.78,1697.78
Rua Lago 22,-16.6643434,-49.3699486,12365.97,-12237.06,1728.85
Rua Lago 23,-16.6636324,-49.3698526,12367.18,-12226.84,1807.87
Rua Lago 24,,,,,
Rua Lago 25,-16.6613858,-49.3704224,12466.11,-12287.5,2057.54
Rua Lago 26,-16.6610446,-49.3719265,12630.41,-12447.63,2095.46
Rua Lago 27,-16.6615615,-49.3754563,12992.18,-12823.4,2038.01
Rua Lago 29,-16.6633883,-49.3761356,13033.43,-12895.71,1834.99
Rua Lago 3,-16.6611619,-49.3667393,12083.62,-11895.41,2082.42
Rua Lago 31,-16.6658929,-49.3754393,12923.41,-12821.59,1556.65
Rua Lago 33,-16.6642988,-49.3745856,12855.91,-12730.71,1733.81
Rua Lago 35,-16.6654725,-49.3742214,12800.42,-12691.93,1603.37
Rua Lago 36,-16.6664351,-49.3744215,12808.58,-12713.24,1496.39
Rua Lago 37,-16.6664131,-49.373474,12708.64,-12612.37,1498.84
Rua Lago 4,-16.6637142,-49.3686456,12238.67,-12098.35,1798.78
Rua Lago 6,-16.6637624,-49.3682627,12197.54,-12057.59,1793.42
Rua Lago 7,-16.6639717,-49.3693026,12303.73,-12168.29,1770.16
Rua Lago 9,-16.6659484,-49.3702379,12372.79,-12267.86,1550.48
Rua Lago Erie,,,,,
Rua Lago Superior,-16.7265896,-49.3412192,10548.63,-9178.62,-5188.75
Rua Lagoa Formosa,-16.7547277,-49.3721028,14991.78,-12466.39,-8315.82
Rua Lagoa dos Pombos,-16.6464617,-49.3847821,14316.36,-13816.19,3716.1
Rua Laguna,-16.6861432,-49.2261311,3152.35,3073.29,-693.83
Rua Laplata,-16.6770015,-49.2243819,3277.24,3259.51,322.12
Rua Las Velas,-16.740067,-49.3396021,11222.35,-9006.47,-6686.54
Rua Lattes,-16.7122609,-49.2995146,5952.02,-4738.88,-3596.36
Rua Lee Hundley,-16.7472741,-49.3748105,14796.28,-12754.65,-7487.48
Rua Leny Ribeiro Machado,-16.6157729,-49.2693959,7293.67,-1532.54,7126.63
Rua Leontina de Lima Alves,-16.647826,-49.2781324,4334.96,-2462.6,3564.48
Rua Leão Coroado,-16.6548853,-49.2846574,4209.2,-3157.23,2779.96
Rua Liliane Barbosa,-16.5937926,-49.2693576,9696.13,-1528.46,9569.37
Rua Lima Barreto,-16.7305199,-49.3141888,8450.98,-6301.05,-5625.54
Rua Limeira,-16.6229246,-49.2128777,7763.6,4484.21,6331.84
Rua Lindolfa Vieira Rosa,-16.6748485,-49.2042034,5439.81,5407.65,561.39
Rua Lindolfo Prudente,-16.7056513,-49.3696954,12547.2,-12210.11,-2861.82
Rua Lindolfo Teodoro Morais,-16.6613549,-49.3778653,13249.24,-13079.85,2060.97
Rua Livramento,-16.686902,-49.2250686,3281.82,3186.4,-778.15
Rua Loma Barbosa,-16.5903194,-49.2699093,10086.77,-1587.2,9955.36
Rua Londrina,-16.6860139,-49.2242164,3348.64,3277.12,-679.46
Rua Longitudinal,-16.6657893,-49.2383187,2370.49,1775.84,1568.16
Rua Lotus,-16.6367252,-49.2515015,4815.26,372.44,4798.14
Rua Lucas Garcez,-16.6940492,-49.3123543,6308.28,-6105.76,-1572.44
Rua Lucila Mazeto,-16.740665,-49.2931048,7881.77,-4056.52,-6752.99
Rua Luis Alberto M Espirito Santo,-16.6401001,-49.2683407,4648.13,-1420.21,4423.08
Rua Luiz Barbosa,-16.7068502,-49.3209013,7632.01,-7015.64,-2995.06
Rua Luiz Guimarães Toledo,-16.6495109,-49.1883536,7862.64,7094.97,3377.23
Rua Luiz Honório,-16.6726944,-49.3162121,6569.25,-6516.45,800.78
Rua Luiz de Matos,-16.6993392,-49.3076985,6014.78,-5610.12,-2160.34
Rua Lupus,-16.7096088,-49.2022009,6522.03,5620.83,-3301.63
Rua Luxemburgo,-16.7159158,-49.3104163,7132.6,-5899.44,-4002.54
Rua Luzilândia,-16.7416332,-49.2829831,7483.43,-2978.99,-6860.59
Rua Luíza M. Coimbra Bueno,-16.6743061,-49.2906205,3844.86,-3792.05,621.67
Rua M,-16.6567513,-49.2778838,3545.09,-2436.14,2572.58
Rua M12,,,,,
Rua M3,-16.7279931,-49.2256809,6192.61,3121.22,-5344.73
Rua MA 12,-16.6849921,-49.2018149,5693.23,5661.92,-565.9
Rua MA 14,-16.6657568,-49.18652429999999,7461.65,7289.71,1571.78
Rua MA 2,-16.6858973,-49.1990077,6001.16,5960.76,-666.5
Rua MA 3,-16.6199638,-49.222874,7492.01,3420.03,6660.89
Rua MA1,-16.6494765,-49.3422165,9887.44,-9284.79,3381.05
Rua MB 2,-16.5947069,-49.2588016,9481.69,-404.71,9467.76
Rua MB 3,-16.5948544,-49.259833,9470.65,-514.51,9451.37
Rua MB 5,-16.5937453,-49.2613434,9603.77,-675.3,9574.63
Rua MC 3,-16.7262906,-49.3378715,10222.96,-8822.24,-5155.52
Rua MC 6,-16.7262925,-49.3362877,10077.79,-8653.63,-5155.74
Rua MDV 1,-16.7597343,-49.3644966,14655.26,-11656.66,-8872.22
Rua MDV 10,-16.7348057,-49.3447604,11342.8,-9555.61,-6101.83
Rua MDV 11,-16.7335496,-49.3470831,11478.87,-9802.88,-5962.24
Rua MDV 12,-16.7331335,-49.3454316,11304.69,-9627.06,-5916.0
Rua MDV 13,-16.7312862,-49.3448375,11144.17,-9563.82,-5710.7
Rua MDV 17,-16.7324452,-49.346595,11370.93,-9750.91,-5839.5
Rua MDV 18,-16.732089,-49.3471783,11404.07,-9813.01,-5799.92
Rua MDV 19,-16.7295381,-49.3443548,11001.3,-9512.43,-5516.43
Rua MDV 2,-16.7291489,-49.3431725,10870.71,-9386.57,-5473.18
Rua MDV 20,-16.7288819,-49.3447099,10997.73,-9550.23,-5443.5
Rua MDV 21,-16.7300884,-49.3464842,11228.33,-9739.12,-5577.59
Rua MDV 22,-16.7275939,-49.3464625,11091.11,-9736.81,-5300.36
Rua MDV 23,-16.7282174,-49.3467315,11149.51,-9765.45,-5369.66
Rua MDV 27,-16.7271047,-49.3475727,11169.44,-9855.0,-5246.0
Rua MDV 28,-16.7247986,-49.3491721,11203.54,-10025.26,-4989.71
Rua MDV 29,-16.7271513,-49.348731,11280.9,-9978.31,-5251.18
Rua MDV 3,-16.7305613,-49.3423746,10877.85,-9301.62,-5630.14
Rua MDV 35,-16.7252062,-49.3511476,11412.21,-10235.57,-5035.01
Rua MDV 4,-16.7309035,-49.3430534,10959.39,-9373.89,-5668.17
Rua MDV 43,-16.7283906,-49.3515753,11613.13,-10281.1,-5388.9
Rua MDV 44,-16.7281293,-49.3524286,11680.33,-10371.94,-5359.86
Rua MDV 47,-16.7284348,-49.353649,11811.43,-10501.86,-5393.82
Rua MDV 49,-16.7263944,-49.3534627,11691.75,-10482.03,-5167.06
Rua MDV 5,-16.729755,-49.3440615,10986.44,-9481.21,-5540.53
Rua MDV 6,-16.7295507,-49.3460583,11159.31,-9693.78,-5517.83
Rua MDV 7,-16.7311208,-49.3464158,11279.52,-9731.84,-5692.32
Rua MDV 8,-16.7335052,-49.3442782,11222.11,-9504.28,-5957.3
Rua MDV 9,-16.7341916,-49.3444713,11280.19,-9524.83,-6033.59
Rua MMM 1,-16.7429125,-49.3349743,11028.84,-8513.81,-7002.77
